,Title,Location,Price,Area,Status
968,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
969,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
970,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
971,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
972,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
973,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
974,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
975,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
976,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
977,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
978,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
979,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
980,4 BHK Independent House,"Old Bowenpally, Hyderabad","16,500",1000,Unfurnished
981,2 BHK Independent House,"Khairatabad Road, Hyderabad","14,000",700,Semi-Furnished
982,2 BHK Independent House,"Shaikpet, Hyderabad","12,000",1200,Unfurnished
983,5 BHK Villa,"Nallagandla Gachibowli, Hyderabad","80,000",4000,Semi-Furnished
984,5 BHK Villa,"Moinabad, Hyderabad",200000,7000,Furnished
985,2 BHK Apartment,"Chintalmet, Hyderabad","10,000",1000,Semi-Furnished
986,3 BHK Independent House,"Bolarum, Hyderabad","18,000",2000,Semi-Furnished
987,2 BHK Independent Floor,"Upparpally, Hyderabad","18,000",1700,Furnished
988,2 BHK Apartment,"Boiguda, Hyderabad","17,000",900,Unfurnished
989,3 BHK Apartment,"Pragathi Nagar Kukatpally, Hyderabad","16,000",1570,Semi-Furnished
990,2 BHK Apartment,"Moosapet, Hyderabad","15,000",1100,Semi-Furnished
991,3 BHK Apartment,"Somajiguda, Hyderabad","20,000",1500,Semi-Furnished
992,3 BHK Independent House,"Kothapet, Hyderabad","40,000",1700,Semi-Furnished
993,1 BHK Independent Floor,"Attapur, Hyderabad","8,000",700,Unfurnished
994,7 BHK Independent Floor,"Miyapur, Hyderabad",150000,9900,Semi-Furnished
995,3 BHK Apartment,"Ramachandra Puram, Hyderabad","18,000",1300,Semi-Furnished
996,3 BHK Apartment,"Gajulramaram Kukatpally, Hyderabad","27,000",1620,Semi-Furnished
997,3 BHK Apartment,"Krishna Reddy Pet, Hyderabad","18,000",1360,Semi-Furnished
998,3 BHK Apartment,"Pocharam, Hyderabad","12,000",1500,Semi-Furnished
999,2 BHK Independent House,"Kothapet, Hyderabad","13,500",1400,Unfurnished
